Date,Open,High,Low,Close,Adj Close,Volume
2011-11-10,78.529999,79.019997,77.639999,78.699997,49.871090,18668800
2011-11-11,79.629997,79.949997,79.339996,79.720001,50.517445,15134500
2011-11-14,79.529999,79.750000,78.389999,78.959999,50.035847,13589900
2011-11-15,78.860001,79.849998,78.500000,79.089996,50.118221,19475000
2011-11-16,78.239998,79.750000,78.059998,78.250000,49.585926,20376800
2011-11-17,78.120003,79.430000,77.099998,77.860001,49.338795,25964300
2011-11-18,78.220001,78.680000,77.110001,77.900002,49.364136,23104500
2011-11-21,76.529999,77.330002,76.059998,76.910004,48.736774,20204200
2011-11-22,76.379997,77.099998,75.879997,76.029999,48.179146,18925100
2011-11-23,75.029999,75.320000,74.529999,74.580002,47.260319,23331800
2011-11-25,74.510002,75.199997,73.900002,73.900002,46.829388,10254500
2011-11-28,75.839996,76.510002,75.330002,75.839996,48.058739,20148600
2011-11-29,76.410004,77.500000,76.139999,76.930000,48.749458,19768400
2011-11-30,78.419998,80.529999,78.370003,80.440002,50.973713,33953000
2011-12-01,80.199997,80.349998,79.370003,79.790001,50.561806,17261100
2011-12-02,80.669998,80.739998,79.650002,79.790001,50.561806,19461300
2011-12-05,80.879997,81.180000,79.800003,80.449997,50.980038,18295000
2011-12-06,80.629997,81.639999,80.290001,80.820000,51.214500,20122700
2011-12-07,80.610001,81.860001,80.349998,81.080002,51.379250,19643400
2011-12-08,80.750000,80.849998,79.550003,79.870003,50.612484,18443600
2011-12-09,80.629997,81.750000,80.339996,81.339996,51.543999,21842300
2011-12-12,80.730003,81.089996,79.209999,80.050003,50.726559,17846500
2011-12-13,80.610001,81.809998,80.139999,80.529999,51.030727,21873600
2011-12-14,79.589996,80.169998,78.660004,79.440002,50.340008,23934400
2011-12-15,79.930000,80.599998,79.779999,80.029999,50.713882,17954200
2011-12-16,80.739998,80.910004,79.879997,80.160004,50.796261,33465700
2011-12-19,80.239998,80.459999,79.379997,79.529999,50.397038,16048400
2011-12-20,80.660004,82.000000,80.610001,82.000000,51.962246,21163300
2011-12-21,82.019997,83.339996,82.000000,83.120003,52.671978,19160300
2011-12-22,83.559998,84.830002,83.300003,84.290001,53.413391,19841300
2011-12-23,84.279999,85.230003,84.209999,85.220001,54.002728,10243800
2011-12-27,84.970001,85.629997,84.949997,85.279999,54.040726,10147100
2011-12-28,85.150002,85.440002,84.010002,84.180000,53.343681,12767500
2011-12-29,84.089996,85.330002,84.089996,85.269997,54.034393,10865900
2011-12-30,85.160004,85.290001,84.570000,84.760002,53.711220,9768900
2012-01-03,85.970001,86.669998,85.900002,86.000000,54.496986,20906800
2012-01-04,85.790001,86.150002,85.099998,86.019997,54.509663,16130900
2012-01-05,85.639999,85.949997,84.919998,85.760002,54.344902,17452800
2012-01-06,85.919998,86.000000,85.110001,85.120003,53.939362,15942100
2012-01-09,85.000000,85.639999,84.970001,85.500000,54.180157,11664200
2012-01-10,86.070000,86.209999,85.379997,85.720001,54.319565,13080800
2012-01-11,85.099998,85.400002,84.470001,85.080002,53.914013,14831400
2012-01-12,84.389999,84.919998,83.940002,84.739998,53.698540,17357200
2012-01-13,84.160004,84.919998,83.820000,84.879997,53.787266,15551600
2012-01-17,85.750000,86.129997,85.400002,85.690002,54.300564,15627900
2012-01-18,85.300003,86.500000,84.959999,86.449997,54.782158,16754200
2012-01-19,86.339996,87.239998,85.769997,87.029999,55.149689,16383500
2012-01-20,87.080002,87.489998,86.720001,87.489998,55.441170,19220300
2012-01-23,87.500000,87.940002,87.029999,87.470001,55.428505,15348400
2012-01-24,87.080002,87.220001,86.660004,87.180000,55.244755,12363800
2012-01-25,86.769997,87.379997,85.809998,87.220001,55.270084,18202300
2012-01-26,87.639999,87.709999,86.510002,86.769997,54.984936,15658200
2012-01-27,86.239998,86.500000,85.769997,85.830002,54.389278,15976700
2012-01-30,85.269997,85.500000,84.589996,85.489998,54.173817,17867000
2012-01-31,84.919998,85.339996,83.459999,83.739998,53.064877,27225800
2012-02-01,84.230003,84.559998,83.379997,83.970001,53.210625,22266100
2012-02-02,84.279999,84.339996,83.190002,83.529999,52.931778,18020500
2012-02-03,84.239998,85.000000,84.050003,84.919998,53.812603,16145400
2012-02-06,84.870003,85.849998,84.489998,85.750000,54.338573,15000900
2012-02-07,85.220001,86.440002,84.940002,86.339996,54.712437,15818400
2012-02-08,85.830002,86.220001,84.730003,85.320000,54.362003,14762600
2012-02-09,85.330002,85.690002,84.669998,84.879997,54.081661,17073400
2012-02-10,84.019997,84.099998,83.349998,83.800003,53.393543,15328900
2012-02-13,84.339996,84.599998,83.889999,84.419998,53.788567,11473700
2012-02-14,84.419998,84.709999,83.849998,84.669998,53.947868,12961900
2012-02-15,84.860001,84.919998,83.910004,84.120003,53.597431,13911600
2012-02-16,84.449997,85.620003,84.080002,85.410004,54.419357,14769600
2012-02-17,86.070000,86.120003,84.919998,85.620003,54.553165,16597200
2012-02-21,86.040001,86.779999,86.040001,86.570000,55.158455,15481300
2012-02-22,86.839996,87.250000,86.650002,86.919998,55.381439,11983200
2012-02-23,86.580002,87.169998,86.470001,87.019997,55.445175,12404600
2012-02-24,87.370003,87.470001,87.010002,87.339996,55.649063,10767100
2012-02-27,87.150002,87.830002,86.779999,87.230003,55.578983,13323500
2012-02-28,87.230003,87.440002,86.550003,87.139999,55.521633,14317600
2012-02-29,87.449997,87.489998,86.209999,86.500000,55.113842,18293200
2012-03-01,86.470001,87.180000,86.410004,86.830002,55.324112,12638500
2012-03-02,86.660004,86.750000,85.849998,86.330002,55.005516,11343400
2012-03-05,86.169998,87.089996,85.910004,87.010002,55.438816,12803100
2012-03-06,86.239998,86.480003,85.419998,85.860001,54.706062,16507900
2012-03-07,86.010002,86.120003,85.190002,85.830002,54.686970,14767700
2012-03-08,85.000000,85.470001,84.629997,84.830002,54.049835,19032000
2012-03-09,85.059998,85.129997,84.050003,84.300003,53.712116,17042500
2012-03-12,84.500000,85.750000,84.129997,85.550003,54.508556,19014000
2012-03-13,85.889999,86.930000,85.610001,86.860001,55.343231,16853300
2012-03-14,86.589996,86.830002,85.739998,86.019997,54.808018,16187300
2012-03-15,85.889999,86.199997,85.250000,86.089996,54.852627,14523600
2012-03-16,86.199997,86.889999,85.919998,86.440002,55.075626,30991300
2012-03-19,86.080002,87.180000,86.029999,86.989998,55.426048,10770400
2012-03-20,86.459999,87.099998,86.320000,86.599998,55.177559,13613800
2012-03-21,86.589996,86.589996,85.769997,86.010002,54.801670,14212400
2012-03-22,85.480003,85.940002,85.099998,85.330002,54.368382,13884400
2012-03-23,85.360001,85.980003,85.019997,85.550003,54.508556,12557700
2012-03-26,86.180000,87.250000,86.070000,87.029999,55.451538,17336800
2012-03-27,87.139999,87.250000,86.540001,86.620003,55.190300,12509200
2012-03-28,86.360001,86.480003,85.139999,85.860001,54.706062,16155300
2012-03-29,85.320000,86.129997,84.910004,86.080002,54.846249,13199700
2012-03-30,86.480003,86.760002,86.089996,86.730003,55.260391,12968300
2012-04-02,86.599998,87.669998,86.309998,87.070000,55.477036,13853300
2012-04-03,86.750000,86.779999,85.000000,85.830002,54.686970,17714900
2012-04-04,85.300003,85.360001,84.489998,84.980003,54.145370,17112800
2012-04-05,84.559998,85.379997,84.349998,84.820000,54.043434,11954700
2012-04-09,83.980003,84.360001,83.680000,83.879997,53.444508,11027000
2012-04-10,83.750000,83.750000,81.879997,82.169998,52.354965,19993700
2012-04-11,83.110001,83.349998,82.150002,82.699997,52.692665,15856200
2012-04-12,82.650002,83.730003,82.360001,83.599998,53.266113,15266200
2012-04-13,82.970001,83.690002,82.860001,82.949997,52.851955,13856500
2012-04-16,83.239998,84.389999,83.129997,84.010002,53.527332,17526100
2012-04-17,84.650002,85.599998,84.570000,85.449997,54.444828,14208000
2012-04-18,85.059998,86.050003,85.019997,85.750000,54.635986,12997500
2012-04-19,85.510002,85.919998,84.980003,85.279999,54.336517,15973800
2012-04-20,85.550003,85.919998,85.029999,85.300003,54.349277,17216600
2012-04-23,84.529999,85.930000,84.389999,85.690002,54.597763,15197200
2012-04-24,85.639999,86.389999,85.639999,86.309998,54.992805,11632500
2012-04-25,86.650002,87.180000,85.720001,86.849998,55.336868,18476800
2012-04-26,85.279999,86.199997,85.150002,86.070000,54.839874,17262400
2012-04-27,86.500000,86.690002,85.959999,86.080002,54.846249,11372900
2012-04-30,85.959999,86.800003,85.870003,86.339996,55.011898,11735400
2012-05-01,86.459999,87.519997,86.129997,87.040001,55.457924,13816900
2012-05-02,86.559998,86.650002,85.830002,86.199997,54.922710,11108700
2012-05-03,86.360001,86.389999,85.309998,85.650002,54.572262,9998600
2012-05-04,85.110001,85.309998,84.400002,84.570000,53.884136,15055500
2012-05-07,84.290001,84.790001,84.099998,84.480003,53.826801,12018100
2012-05-08,83.750000,84.260002,82.919998,84.019997,53.533730,19602400
2012-05-09,83.040001,84.070000,82.879997,83.309998,53.081329,17424000
2012-05-10,83.370003,83.589996,82.550003,82.839996,53.145481,13234600
2012-05-11,82.690002,83.790001,82.540001,83.099998,53.312286,12061700
2012-05-14,82.269997,82.459999,81.959999,82.120003,52.683559,12675900
2012-05-15,82.000000,82.730003,81.529999,81.790001,52.471859,15757400
2012-05-16,81.959999,83.150002,81.790001,82.169998,52.715641,15034500
2012-05-17,82.150002,82.610001,81.680000,81.910004,52.548859,17698200
2012-05-18,82.370003,82.720001,81.029999,81.470001,52.266571,21747200
2012-05-21,81.419998,82.129997,81.070000,82.040001,52.632259,13730400
2012-05-22,82.139999,82.839996,81.519997,81.949997,52.574520,13790000
2012-05-23,81.790001,82.080002,79.959999,82.040001,52.632259,17582200
2012-05-24,82.290001,82.779999,81.709999,82.610001,52.997921,14113600
2012-05-25,82.860001,82.959999,81.680000,82.080002,52.657902,12756500
2012-05-29,82.639999,82.639999,81.320000,81.930000,52.561695,15931100
2012-05-30,81.080002,81.379997,79.589996,79.790001,51.188782,19593100
2012-05-31,79.879997,80.139999,78.410004,78.629997,50.444588,38954600
2012-06-01,77.870003,78.559998,77.470001,77.919998,49.989098,22870900
2012-06-04,78.089996,78.250000,77.199997,77.830002,49.931347,17711200
2012-06-05,77.589996,78.290001,77.129997,77.599998,49.783794,17715600
2012-06-06,78.370003,80.239998,78.080002,80.180000,51.438999,23880900
2012-06-07,80.980003,81.230003,80.349998,80.690002,51.766159,18409400
2012-06-08,80.080002,80.919998,79.459999,80.839996,51.862385,18150000
2012-06-11,81.620003,81.849998,80.169998,80.269997,51.496723,18031800
2012-06-12,80.739998,81.510002,80.620003,81.260002,52.131863,14162100
2012-06-13,80.940002,81.639999,80.279999,80.629997,51.727676,15098100
2012-06-14,80.860001,82.500000,80.730003,82.129997,52.690006,16942300
2012-06-15,82.570000,83.449997,82.220001,83.220001,53.389282,27342800
2012-06-18,82.510002,83.180000,82.349998,83.110001,53.318710,13885100
2012-06-19,83.730003,84.629997,83.309998,84.480003,54.197617,21053300
2012-06-20,84.400002,85.389999,84.059998,84.970001,54.511982,23274300
2012-06-21,85.040001,85.370003,82.050003,82.110001,52.677162,33751900
2012-06-22,82.680000,83.220001,82.110001,82.110001,52.677162,84747800
2012-06-25,81.220001,81.430000,79.779999,81.239998,52.119022,28761600
2012-06-26,81.510002,82.970001,81.209999,82.400002,52.863201,22853700
2012-06-27,82.809998,83.660004,82.709999,83.199997,53.376446,15301400
2012-06-28,82.660004,83.459999,82.019997,83.099998,53.312286,19140300
2012-06-29,84.779999,85.699997,84.459999,85.570000,54.896896,24906300
2012-07-02,85.440002,85.470001,84.540001,85.339996,54.749325,14447800
2012-07-03,85.690002,86.279999,85.620003,86.279999,55.352398,9787700
2012-07-05,85.330002,86.040001,85.150002,85.570000,54.896896,10797100
2012-07-06,84.260002,85.040001,84.199997,84.800003,54.402920,13259400
2012-07-09,84.519997,84.550003,83.019997,83.650002,53.665134,22361600
2012-07-10,84.080002,84.389999,82.830002,83.110001,53.318710,14106100
2012-07-11,83.480003,84.680000,83.239998,84.379997,54.133457,18337600
2012-07-12,83.410004,84.550003,83.320000,84.120003,53.966660,15566400
2012-07-13,84.449997,85.570000,84.260002,85.470001,54.832748,13642000
2012-07-16,84.830002,85.419998,84.660004,85.050003,54.563293,11269200
2012-07-17,85.180000,85.820000,84.099998,85.730003,54.999538,14059400
2012-07-18,85.339996,86.220001,85.070000,86.209999,55.307503,14203500
2012-07-19,86.019997,86.379997,85.620003,86.209999,55.307503,14902300
2012-07-20,85.870003,86.150002,85.269997,85.949997,55.140678,16838300
2012-07-23,84.800003,85.459999,84.330002,85.209999,54.665955,13597800
2012-07-24,85.209999,85.260002,83.500000,84.580002,54.261780,13948300
2012-07-25,85.139999,85.550003,84.660004,85.239998,54.685173,16566000
2012-07-26,85.559998,86.699997,85.260002,86.519997,55.506348,19149300
2012-07-27,86.589996,87.849998,85.500000,87.449997,56.103004,24079300
2012-07-30,87.279999,87.830002,87.080002,87.559998,56.173557,11183500
2012-07-31,87.370003,87.660004,86.790001,86.849998,55.718090,12212200
2012-08-01,87.019997,87.449997,86.180000,86.910004,55.756565,14312300
2012-08-02,86.099998,86.750000,85.500000,85.879997,55.095779,14530100
2012-08-03,87.070000,87.889999,86.800003,87.550003,56.167160,13982500
2012-08-06,87.550003,87.879997,87.370003,87.449997,56.103004,9626400
2012-08-07,87.879997,88.000000,87.680000,87.919998,56.404552,12399800
2012-08-08,87.750000,88.500000,87.680000,88.279999,56.635502,12864500
2012-08-09,87.839996,88.480003,87.510002,88.199997,56.951874,12213700
2012-08-10,87.669998,88.489998,87.150002,88.440002,57.106846,11149000
2012-08-13,88.099998,88.239998,87.769997,88.139999,56.913158,8716300
2012-08-14,88.169998,88.639999,87.900002,88.199997,56.951874,8675700
2012-08-15,88.190002,88.669998,87.910004,88.000000,56.822742,8510100
2012-08-16,88.190002,88.870003,87.959999,88.669998,57.255360,11311300
2012-08-17,88.889999,88.910004,88.160004,88.400002,57.081028,11177700
2012-08-20,88.070000,88.220001,87.629997,87.949997,56.790455,8813700
2012-08-21,88.139999,88.410004,87.260002,87.459999,56.474037,10767100
2012-08-22,87.199997,87.910004,87.019997,87.730003,56.648422,10160400
2012-08-23,87.790001,87.790001,86.980003,87.309998,56.377197,9666300
2012-08-24,87.160004,88.300003,86.930000,88.050003,56.855030,9762300
2012-08-27,88.070000,88.199997,87.610001,87.739998,56.654854,8252100
2012-08-28,87.570000,88.400002,87.419998,88.099998,56.887325,9646800
2012-08-29,88.070000,88.190002,87.739998,87.900002,56.758148,8377300
2012-08-30,87.379997,87.730003,87.019997,87.199997,56.306156,8915800
2012-08-31,87.610001,87.849998,87.139999,87.300003,56.370762,14178800
2012-09-04,87.330002,87.459999,86.519997,87.120003,56.254501,10602900
2012-09-05,87.519997,87.650002,87.059998,87.330002,56.390121,10113100
2012-09-06,87.889999,89.250000,87.849998,88.989998,57.461987,15713500
2012-09-07,89.269997,90.000000,89.269997,89.919998,58.062500,15623900
2012-09-10,89.820000,90.000000,89.400002,89.480003,57.778408,10750700
2012-09-11,89.750000,89.949997,89.550003,89.620003,57.868793,9349400
2012-09-12,89.629997,89.900002,89.410004,89.550003,57.823597,9982900
2012-09-13,89.709999,91.559998,89.430000,91.230003,58.908394,19870900
2012-09-14,91.500000,92.400002,91.250000,92.300003,59.599308,21388800
2012-09-17,91.919998,92.500000,91.550003,91.910004,59.347469,11893700
2012-09-18,91.430000,92.220001,91.400002,91.650002,59.179588,10950100
2012-09-19,91.480003,91.750000,90.570000,90.570000,58.482227,16302100
2012-09-20,90.139999,91.690002,90.089996,91.519997,59.095638,12238400
2012-09-21,92.029999,92.230003,91.639999,91.919998,59.353954,19599100
2012-09-24,91.309998,92.209999,91.300003,91.879997,59.328106,11023700
2012-09-25,92.110001,92.570000,91.540001,91.739998,59.237713,14035800
2012-09-26,91.720001,92.040001,91.099998,91.230003,58.908394,11616500
2012-09-27,91.830002,92.250000,91.190002,91.800003,59.276432,10632700
2012-09-28,91.480003,91.650002,90.930000,91.449997,59.050449,12507600
2012-10-01,91.790001,92.500000,91.599998,91.800003,59.276432,10343500
2012-10-02,92.120003,92.180000,91.279999,91.720001,59.224796,9507800
2012-10-03,91.650002,91.809998,91.169998,91.699997,59.211868,10328100
2012-10-04,92.080002,92.540001,91.910004,92.220001,59.547646,11507100
2012-10-05,92.589996,93.000000,92.230003,92.550003,59.760738,9890100
2012-10-08,92.150002,92.870003,92.040001,92.680000,59.844681,8765200
2012-10-09,92.830002,93.360001,92.110001,92.129997,59.489532,13799200
2012-10-10,91.800003,92.019997,90.669998,91.029999,58.779243,15332500
2012-10-11,91.570000,91.879997,91.169998,91.169998,58.869640,9789900
2012-10-12,91.510002,91.720001,90.510002,91.029999,58.779243,9943700
2012-10-15,91.349998,91.690002,90.540001,91.510002,59.089207,10651100
2012-10-16,91.889999,92.480003,91.800003,92.379997,59.650970,9069300
2012-10-17,92.620003,93.540001,92.610001,93.389999,60.303139,10759100
2012-10-18,92.970001,93.570000,92.970001,93.480003,60.361248,11815500
2012-10-19,93.570000,93.669998,91.750000,92.150002,59.502441,15928100
2012-10-22,91.669998,92.260002,91.080002,92.190002,59.528278,11445400
2012-10-23,91.129997,91.379997,90.010002,90.180000,58.230385,14085500
2012-10-24,90.459999,90.620003,89.769997,89.879997,58.036663,11332500
2012-10-25,90.629997,90.800003,89.680000,90.430000,58.391834,10387200
2012-10-26,90.559998,91.070000,90.010002,90.620003,58.514511,11583000
2012-10-31,91.029999,91.410004,90.110001,91.169998,58.869640,14848500
2012-11-01,90.250000,91.669998,90.199997,91.599998,59.147324,15771900
2012-11-02,91.760002,91.940002,90.059998,90.269997,58.288502,12742400
2012-11-05,90.040001,90.809998,89.699997,90.629997,58.520973,11222600
2012-11-06,90.860001,92.050003,90.730003,91.610001,59.153767,12026500
2012-11-07,90.239998,90.239998,87.699997,88.180000,57.295464,19423500
2012-11-08,88.269997,88.430000,87.029999,87.070000,56.574242,13743000
2012-11-09,86.610001,87.949997,86.610001,87.209999,56.665192,13407000
2012-11-12,87.269997,87.690002,86.949997,87.320000,56.736679,9004300
2012-11-13,86.750000,87.989998,86.440002,86.470001,56.184402,12260300
2012-11-14,86.750000,87.110001,85.879997,86.070000,55.924484,14524100
2012-11-15,86.089996,86.559998,85.370003,86.139999,55.969975,13783600
2012-11-16,86.139999,86.709999,85.059998,86.449997,56.171371,17405200
2012-11-19,87.400002,88.199997,87.089996,87.669998,56.964073,12911000
2012-11-20,87.510002,87.879997,86.769997,87.500000,56.853645,10288100
2012-11-21,87.809998,88.019997,87.480003,88.010002,57.185001,13905300
2012-11-23,88.250000,89.089996,88.010002,89.089996,57.886726,11931000
2012-11-26,88.320000,88.629997,88.029999,88.620003,57.581352,16423600
2012-11-27,88.400002,88.540001,87.239998,87.349998,56.756176,11841600
2012-11-28,86.529999,88.190002,86.279999,88.099998,57.243488,15959900
2012-11-29,88.370003,88.690002,87.629997,88.120003,57.256481,11579100
2012-11-30,88.070000,88.400002,87.820000,88.139999,57.269485,15522100
2012-12-03,88.550003,88.580002,87.470001,87.610001,56.925102,10937300
2012-12-04,87.379997,87.970001,87.190002,87.190002,56.652203,11980000
2012-12-05,87.269997,88.269997,87.099998,87.730003,57.003094,12717800
2012-12-06,87.760002,88.059998,87.239998,88.000000,57.178509,12077000
2012-12-07,88.169998,88.639999,87.769997,88.599998,57.568352,10603100
2012-12-10,88.580002,88.949997,88.239998,88.410004,57.444920,11549400
2012-12-11,88.610001,89.489998,88.400002,88.989998,57.821754,12634600
2012-12-12,89.089996,90.370003,88.910004,89.449997,58.120651,14729500
2012-12-13,89.160004,89.449997,88.269997,88.580002,57.555367,12290300
2012-12-14,88.000000,88.449997,87.919998,88.080002,57.230499,13363600
2012-12-17,88.360001,88.940002,88.099998,88.870003,57.743793,15672500
2012-12-18,88.750000,89.739998,88.559998,89.559998,58.192120,15396600
2012-12-19,89.540001,89.610001,88.379997,88.440002,57.464386,15092500
2012-12-20,88.379997,88.940002,87.980003,88.889999,57.756779,15789000
2012-12-21,87.660004,88.599998,87.010002,87.230003,56.678192,33057000
2012-12-24,87.129997,87.320000,86.800003,86.919998,56.476772,6385200
2012-12-26,87.209999,87.680000,86.570000,87.070000,56.574242,10737800
2012-12-27,87.050003,87.239998,85.750000,86.860001,56.437782,14258500
2012-12-28,86.099998,86.290001,85.070000,85.099998,55.294205,13358700
2012-12-31,85.040001,86.660004,84.699997,86.550003,56.236359,19810800
2013-01-02,87.790001,88.720001,87.239998,88.709999,57.639832,16143700
2013-01-03,88.459999,88.889999,88.160004,88.550003,57.535862,13268200
2013-01-04,88.500000,89.089996,88.370003,88.959999,57.802254,11427900
2013-01-07,88.309998,88.489998,87.570000,87.930000,57.133011,11799800
2013-01-08,87.820000,88.480003,87.290001,88.480003,57.490406,14226400
2013-01-09,88.400002,88.540001,87.750000,88.139999,57.269485,10892200
2013-01-10,88.750000,89.480003,88.370003,89.099998,57.893238,13099600
2013-01-11,88.970001,89.709999,88.860001,89.610001,58.224617,11645600
2013-01-14,89.459999,89.750000,89.320000,89.580002,58.205116,9606700
2013-01-15,89.180000,89.610001,89.000000,89.529999,58.172638,9195400
2013-01-16,89.160004,89.480003,89.070000,89.470001,58.133656,9645000
2013-01-17,89.760002,90.940002,89.599998,90.199997,58.607975,13400300
2013-01-18,90.089996,90.830002,89.830002,90.800003,58.997814,17196000
2013-01-22,90.269997,90.940002,90.209999,90.919998,59.075798,11897500
2013-01-23,90.500000,90.879997,90.419998,90.699997,58.932846,10906800
2013-01-24,90.879997,91.720001,90.750000,91.349998,59.355202,11100000
2013-01-25,91.570000,91.800003,91.129997,91.730003,59.602093,11090600
2013-01-28,91.669998,91.669998,90.769997,91.110001,59.199223,11617500
2013-01-29,91.209999,91.930000,91.199997,91.760002,59.621590,11700600
2013-01-30,91.169998,91.720001,90.379997,90.669998,58.913357,15645400
2013-01-31,90.690002,91.209999,89.739998,89.970001,58.458527,15991500
2013-02-01,90.440002,90.500000,89.360001,90.040001,58.504025,15699200
2013-02-04,89.410004,89.620003,88.839996,89.150002,57.925739,13347300
2013-02-05,89.879997,90.190002,89.419998,89.739998,58.309086,11679700
2013-02-06,89.370003,89.889999,89.160004,89.790001,58.341579,11768700
2013-02-07,89.209999,89.220001,87.610001,88.250000,57.707287,13463300
2013-02-08,88.500000,88.800003,88.110001,88.610001,57.942688,11412300
2013-02-11,88.349998,88.510002,87.970001,88.279999,57.726910,8764700
2013-02-12,88.250000,88.620003,87.919998,88.459999,57.844597,9752100
2013-02-13,88.459999,88.769997,88.239998,88.669998,57.981930,8940300
2013-02-14,88.339996,88.809998,88.059998,88.519997,57.883835,13238900
2013-02-15,88.570000,88.610001,87.800003,88.360001,57.779217,15696900
2013-02-19,88.540001,89.410004,88.379997,89.320000,58.406948,12158900
2013-02-20,89.139999,89.820000,88.900002,88.970001,58.178093,13936400
2013-02-21,88.790001,89.019997,88.360001,88.589996,57.929615,10939800
2013-02-22,89.019997,89.279999,88.400002,89.199997,58.328476,10260200
2013-02-25,89.879997,90.190002,87.699997,87.699997,57.347637,15302900
2013-02-26,88.500000,88.980003,87.760002,88.510002,57.877296,15073200
2013-02-27,88.500000,89.650002,88.309998,89.529999,58.544292,11195200
2013-02-28,89.669998,89.809998,89.029999,89.550003,58.557365,14552000
2013-03-01,89.070000,89.680000,88.919998,89.430000,58.478882,11301600
2013-03-04,89.129997,89.250000,88.459999,88.949997,58.165012,10994000
2013-03-05,89.480003,90.150002,89.290001,89.610001,58.596603,13072600
2013-03-06,89.599998,89.949997,89.050003,89.559998,58.563896,13234400
2013-03-07,89.629997,89.760002,88.680000,88.709999,58.008076,12905300
2013-03-08,89.010002,89.230003,88.349998,88.970001,58.178093,11896300
2013-03-11,89.010002,89.550003,88.540001,89.160004,58.302322,12454800
2013-03-12,89.449997,89.910004,89.010002,89.160004,58.302322,11470000
2013-03-13,89.019997,89.500000,88.830002,89.260002,58.367714,10539900
2013-03-14,89.410004,89.910004,89.410004,89.830002,58.740452,13775500
2013-03-15,89.199997,89.610001,88.790001,89.370003,58.439651,29240100
2013-03-18,88.739998,89.389999,88.550003,88.769997,58.047325,11553700
2013-03-19,88.889999,89.089996,88.019997,88.580002,57.923077,11987900
2013-03-20,88.949997,89.209999,88.300003,88.629997,57.955776,11319000
2013-03-21,88.120003,88.639999,87.900002,88.169998,57.654938,13447500
2013-03-22,88.400002,89.290001,88.320000,89.290001,58.387333,10786600
2013-03-25,89.500000,89.900002,88.660004,89.019997,58.210789,12900800
2013-03-26,89.410004,90.300003,89.360001,90.129997,58.936604,12329600
